100,1.493596588540804e-08
125.8925411794167,1.493176605416349e-08
158.4893192461114,1.492511460619672e-08
199.526231496888,1.491458490148743e-08
251.1886431509581,1.489792684405942e-08
316.227766016838,1.487160168949281e-08
398.1071705534974,1.483006917086646e-08
501.1872336272725,1.476471765452127e-08
630.9573444801935,1.466231410504337e-08
794.3282347242819,1.450289347569298e-08
1000,1.425720966819802e-08
1258.925411794168,1.388443191386209e-08
1584.893192461114,1.333196092596868e-08
1995.262314968881,1.254107111367604e-08
2511.886431509582,1.146328854268878e-08
3162.277660168381,1.008909275355641e-08
3981.071705534975,8.478273634743807e-09
5011.872336272726,6.766146564359465e-09
6309.573444801937,5.125644049941648e-09
7943.282347242821,3.702780399090218e-09
10000.00000000001,2.571444213981702e-09
12589.25411794168,1.732495505444911e-09
15848.93192461115,1.141993608834791e-09
19952.62314968881,7.414618762346527e-10
25118.86431509583,4.765583918081399e-10
31622.77660168383,3.042701880267967e-10
39810.71705534977,1.934362118827602e-10
50118.72336272729,1.226370194474891e-10
63095.7344480194,7.76149705744123e-11
79432.82347242825,4.906696390943573e-11
100000.0000000001,3.099790352303548e-11
125892.5411794169,1.957452191908855e-11
158489.3192461116,1.235784587929341e-11
199526.2314968883,7.800838796050724e-12
251188.6431509584,4.924130170478048e-12
316227.7660168384,3.108479476840994e-12
398107.1705534979,1.962654223991361e-12
500000,1.245474912772879e-12
