100,2.273344954735943e-09
125.8925411794167,2.272256845817487e-09
158.4893192461114,2.270534261265592e-09
199.526231496888,2.267809378913342e-09
251.1886431509581,2.263504032037158e-09
316.227766016838,2.256713857765956e-09
398.1071705534974,2.246035185098133e-09
501.1872336272725,2.22931608989099e-09
630.9573444801935,2.203322025312994e-09
794.3282347242819,2.163343405595084e-09
1000,2.10287035219035e-09
1258.925411794168,2.013658697344924e-09
1584.893192461114,1.886796279053428e-09
1995.262314968881,1.715504255483623e-09
2511.886431509582,1.499720115667693e-09
3162.277660168381,1.250440730833715e-09
3981.071705534975,9.897172106182614e-10
5011.872336272726,7.438964931103115e-10
6309.573444801937,5.33782770136296e-10
7943.282347242821,3.687299478832898e-10
10000.00000000001,2.474660464766494e-10
12589.25411794168,1.626841460012092e-10
15848.93192461115,1.054431165246478e-10
19952.62314968881,6.770174412785151e-11
25118.86431509583,4.320423906748344e-11
31622.77660168383,2.746397021028882e-11
39810.71705534977,1.741579417244708e-11
50118.72336272729,1.102732082859131e-11
63095.7344480194,6.975822361020599e-12
79432.82347242825,4.410415322748728e-12
100000.0000000001,2.787649146329483e-12
125892.5411794169,1.761888438965624e-12
158489.3192461116,1.113842060690511e-12
199526.2314968883,7.045873428762685e-13
251188.6431509584,4.462094054170394e-13
316227.7660168384,2.831189510740537e-13
398107.1705534979,1.801891145719659e-13
500000,1.157619690962342e-13
