100,1.639173165601085e-08
125.8925411794167,1.639077542497475e-08
158.4893192461114,1.638926012945097e-08
199.526231496888,1.638685912170182e-08
251.1886431509581,1.638305522154586e-08
316.227766016838,1.637703006220384e-08
398.1071705534974,1.636748990078004e-08
501.1872336272725,1.635239251059865e-08
630.9573444801935,1.6328521727506e-08
794.3282347242819,1.629083151246376e-08
1000,1.62314516606505e-08
1258.925411794168,1.613822254655594e-08
1584.893192461114,1.59926383244501e-08
1995.262314968881,1.576720745212079e-08
2511.886431509582,1.542265727069486e-08
3162.277660168381,1.490639507077899e-08
3981.071705534975,1.415540627548896e-08
5011.872336272726,1.31087097656227e-08
6309.573444801937,1.173362169004328e-08
7943.282347242821,1.006095380781887e-08
10000.00000000001,8.206780078621077e-09
12589.25411794168,6.351572481877833e-09
15848.93192461115,4.676196030395535e-09
19952.62314968881,3.297617758528175e-09
25118.86431509583,2.24749939617857e-09
31622.77660168383,1.493647566151129e-09
39810.71705534977,9.752193812832059e-10
50118.72336272729,6.291339149888264e-10
63095.7344480194,4.026596612124391e-10
79432.82347242825,2.563852707051945e-10
100000.0000000001,1.627074474674916e-10
125892.5411794169,1.030390587157763e-10
158489.3192461116,6.516459277389723e-11
199526.2314968883,4.117667100067874e-11
251188.6431509584,2.600501678187236e-11
316227.7660168384,1.641785617128494e-11
398107.1705534979,1.03629857515228e-11
500000,6.57139809938576e-12
