100,2.901307731442143e-12
125.8925411794167,2.901306714052898e-12
158.4893192461114,2.901305101599783e-12
199.526231496888,2.901302546035297e-12
251.1886431509581,2.901298495752345e-12
316.227766016838,2.901292076521466e-12
398.1071705534974,2.901281902801923e-12
501.1872336272725,2.90126577874097e-12
630.9573444801935,2.901240224332312e-12
794.3282347242819,2.901199724574781e-12
1000,2.901135539940124e-12
1258.925411794168,2.901033822067948e-12
1584.893192461114,2.900872629987769e-12
1995.262314968881,2.900617207691816e-12
2511.886431509582,2.900212516039034e-12
3162.277660168381,2.89957143776305e-12
3981.071705534975,2.898556187089492e-12
5011.872336272726,2.896949104348173e-12
6309.573444801937,2.894407014208311e-12
7943.282347242821,2.890390494870269e-12
10000.00000000001,2.884055754247476e-12
12589.25411794168,2.874093024310772e-12
15848.93192461115,2.858494055848008e-12
19952.62314968881,2.83423956014088e-12
25118.86431509583,2.796931709644488e-12
31622.77660168383,2.740487723686173e-12
39810.71705534977,2.657195826228471e-12
50118.72336272729,2.538701382749463e-12
63095.7344480194,2.378611936344576e-12
79432.82347242825,2.176775339682996e-12
100000.0000000001,1.943358310317807e-12
125892.5411794169,1.698885456457631e-12
158489.3192461116,1.467950305605029e-12
199526.2314968883,1.269985534490318e-12
251188.6431509584,1.113659111845551e-12
316227.7660168384,9.975699421733359e-13
398107.1705534979,9.144990890469775e-13
500000,8.560258225147426e-13
