100,3.352729688205164e-12
125.8925411794167,3.352727866077559e-12
158.4893192461114,3.352724978215122e-12
199.526231496888,3.35272040127367e-12
251.1886431509581,3.352713147348613e-12
316.227766016838,3.352701650749849e-12
398.1071705534974,3.352683430130173e-12
501.1872336272725,3.352654553019179e-12
630.9573444801935,3.352608787461685e-12
794.3282347242819,3.352536257901818e-12
1000,3.352421316257707e-12
1258.925411794168,3.352239171047182e-12
1584.893192461114,3.351950553167123e-12
1995.262314968881,3.351493282375782e-12
2511.886431509582,3.350768952953698e-12
3162.277660168381,3.34962196166002e-12
3981.071705534975,3.347806594178262e-12
5011.872336272726,3.344935671205358e-12
6309.573444801937,3.340401173244145e-12
7943.282347242821,3.333253418409778e-12
10000.00000000001,3.322021756622129e-12
12589.25411794168,3.304459748697168e-12
15848.93192461115,3.277210325291917e-12
19952.62314968881,3.235431051349715e-12
25118.86431509583,3.172530454859264e-12
31622.77660168383,3.080377173194619e-12
39810.71705534977,2.950607959690522e-12
50118.72336272729,2.777663929071937e-12
63095.7344480194,2.563245389856922e-12
79432.82347242825,2.319706590119855e-12
100000.0000000001,2.068465149261272e-12
125892.5411794169,1.832325416481156e-12
158489.3192461116,1.626505713231968e-12
199526.2314968883,1.454679960882615e-12
251188.6431509584,1.311356048958354e-12
316227.7660168384,1.187323059917883e-12
398107.1705534979,1.07477532165851e-12
500000,9.713922257584114e-13
